sampleid	purity	PC	PoP	Euploidy	pl.tumor	pl.overall	%amp	%del	%del.loh	%cn.loh
TCGA.HU.A4GU.01A	0.76	0.581	0.132	2	1.88	1.91	0.204	0.377	0.0081	0.0628
TCGA.HU.A4GX.01A	0.55	0.0295	0	2	2	2	0.00369	0.0258	0	0
TCGA.HU.A4GY.01A	0.77	0.374	0	2	2.01	2.01	0.148	0.226	0	0
TCGA.HU.A4H0.01A	0.54	0.238	0.0468	2	2.02	2.01	0.0865	0.152	0	0
TCGA.HU.A4H2.01A	0.62	0.31	0.134	2	2.01	2.01	0.114	0.195	0	0.0166
TCGA.HU.A4H4.01A	0.27	0.352	0.321	2	2.16	2.04	0.208	0.144	0.0219	0
TCGA.HU.A4H5.01A	0.68	0.662	0.147	2	1.84	1.89	0.244	0.418	0.0118	0.0639
TCGA.HU.A4H6.01A	0.15	0.513	0.609	2	2.05	2.01	0.238	0.275	0.139	0.06
TCGA.HU.A4H8.01A	0.69	0.032	0.0556	2	2.03	2.02	0.0249	0.0071	0	0.00178
TCGA.HU.A4HB.01A	0.43	0.00177	0	2	2	2	0.00177	0	0	0
TCGA.HU.A4HD.01A	0.63	0.49	0.278	2	2.03	2.02	0.189	0.301	0	0.0926
TCGA.IN.7806.01A	0.63	0.293	0.185	2	1.73	1.83	0.0153	0.278	0.0508	0.00339
TCGA.IN.7808.01A	0.33	0.348	0.218	2	2.08	2.03	0.169	0.18	0.0037	0.00556
TCGA.IN.8462.01A	0.88	0.289	0.319	2	2.02	2.02	0.112	0.177	0	0.0923
TCGA.IN.8663.01A	0.84	0.475	0.11	2	1.85	1.87	0.0778	0.397	0.0222	0.00476
TCGA.IN.A6RI.01A	0.67	0.502	0.136	2	1.78	1.85	0.0934	0.409	0.0187	0.0436
TCGA.IN.A6RJ.01A	0.17	0.491	0.496	2	1.96	1.99	0.181	0.31	0.101	0.0569
TCGA.IN.A6RL.01A	0.63	0.491	0.388	4	3.79	3.87	0.142	0.349	0	0
TCGA.IN.A6RN.01A	0.54	0.62	0.045	2	1.92	1.96	0.187	0.432	0.012	0
TCGA.IN.A6RO.01A	0.97	0.349	0.061	2	1.93	1.93	0.0623	0.287	0.00328	0.00164
TCGA.IN.A6RP.01A	0.6	0.367	0.158	2	2.02	2.01	0.126	0.241	0	0.00664
TCGA.IN.A6RR.01A	0.73	0.65	0.055	2	1.76	1.83	0.175	0.475	0.00596	0.0239
TCGA.IN.A6RS.01A	0.54	0.23	0.548	4	3.94	3.97	0.0527	0.177	0	0
TCGA.IN.A7NR.01A	0.17	0.265	0.459	2	1.92	1.99	0.0636	0.202	0.0509	0.0491
TCGA.IN.A7NT.01A	0.6	0.424	0.504	4	3.78	3.87	0.0781	0.345	0	0
TCGA.IN.A7NU.01A	0.5	0.454	0.0923	2	2.09	2.04	0.191	0.263	0	0.0201
TCGA.IN.AB1V.01A	0.31	0.366	0.342	2	1.98	1.99	0.133	0.233	0.0196	0.0822
