sampleid	purity	PC	PoP	Euploidy	pl.tumor	pl.overall	%amp	%del	%del.loh	%cn.loh
TCGA.AA.3844.01A	0.81	0.674	0.146	2	2.22	2.18	0.443	0.231	0.0221	0.0181
TCGA.AA.3845.01A	0.91	0.432	0	2	1.99	1.99	0.0856	0.346	0	0
TCGA.AA.3846.01A	0.72	0.548	0.525	4	3.92	3.94	0.114	0.434	0	0
TCGA.AA.3848.01A	0.81	0.305	0.00625	2	1.88	1.91	0.0344	0.271	0	0.00191
TCGA.AA.3850.01A	0.2	0.463	0.0694	2	1.27	1.85	0.0945	0.369	0.017	0
TCGA.AA.3851.01A	0.75	0.586	0.394	4	3.7	3.78	0.161	0.425	0	0
TCGA.AA.3852.01A	0.68	0.134	0.0135	2	2.05	2.04	0.0744	0.0599	0	0.00181
TCGA.AA.3854.01A	0.85	0.347	0.149	2	2.03	2.03	0.152	0.194	0	0.0495
TCGA.AA.3855.01A	0.61	0.415	0.363	4	4.25	4.15	0.256	0.159	0	0
TCGA.AA.3856.01A	0.7	0.73	0.412	4	3.41	3.59	0.0859	0.644	0	0
TCGA.AA.3858.01A	0.77	0.372	0.371	4	4.1	4.08	0.163	0.209	0	0
